Search,ID,Name,City,RoomAndPropertyType,RoomType,RoomTypeCategory,SpaceType,Link,Nightly Cost,Total Cost,BathroomLabel,Bathrooms,BedLabel,BedroomLabel,Bedrooms,Beds,ApproxLat,ApproxLong,Lockbox,Heating,Air Conditioning,Free Parking on Premises,Free Street Parking,Wireless Internet
Melbourne City,12544871,"City, 50x5* free parking/trams, pool, gym, tennis.",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/12544871?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,162.50,810.75,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815680,144.953230,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Melbourne City,21003128,A Homely CBD Suite Near Southern Cross + FREE WiFi,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/21003128?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,136.50,702.27,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.814987,144.953796,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,8190128,The Oak studio in Melbourne CBD-free gym pool tram,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/8190128?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,114.00,565.25,1 bath,1.000000,2 beds,Studio,0,2,-37.815708,144.953033,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,14286116,Amazing views! Great Location! Cable TV! WIFI!,West Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/14286116?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,152.00,779.92,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.811530,144.951690,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,20794422,5 Stars Reviews New Luxury CBD 1 Bedroom,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/20794422?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,736.53,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.809050,144.962160,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,5827457,Hip Apartment in the Heart of the City,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/5827457?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,171.50,897.53,1 bath,1.000000,3 beds,2 bedrooms,2,3,-37.816647,144.969009,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Melbourne City,21402430,Designer Selection - Boho Style in Melbourne CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/21402430?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,736.53,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815582,144.953079,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,1697412,Melbourne CBD - Gordon Place,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/1697412?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,95.50,493.30,1 bath,1.000000,1 bed,Studio,0,1,-37.807720,144.967130,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,9310821,A Cozy CBD Suite with Spectacular City Views,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/9310821?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,131.50,679.44,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.818367,144.955429,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,15173701,The Cityview 2 bd one bath apt in CBD-gym pool,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/15173701?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,159.00,789.05,1 bath,1.000000,4 beds,2 bedrooms,2,4,-37.815914,144.953064,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,14907026,Inner City Apartment at Perfect Location,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/14907026?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,115.00,599.50,1 bath,1.000000,2 beds,Studio,0,2,-37.815582,144.953079,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,1747852,Heart of CBD Top Floor View-FREE Tram/POOL/SPA/GYM,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/1747852?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,234.00,1154.46,1 bath,1.000000,5 beds,2 bedrooms,2,5,-37.808210,144.966230,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,18277657,Melbourne CBD 1 Bedroom Skyline@La Trobe Tower,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/18277657?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,105.00,542.41,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.810692,144.960052,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Melbourne City,9806813,The Cottage apt in Melb CBD-  GYM POOL free tram,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/9806813?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,133.00,653.17,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.814709,144.952454,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
